Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Paved Drive_P,Paved Drive_Y,Total square ft,Total baths,Has Central Air,Has Garage,Has Fence,Age
2833,908188150,160,32.0,3363,7,5,2004,117.0,4,3,4,3,5,976,732,0,1708,3,1,4,7,0,0,2.0,380.0,3,3,0,40,0,0,0,0,0,0,130000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1748,2,1,1,0,17
1707,528150040,20,94.0,13615,9,5,2006,510.0,5,3,5,3,5,1802,0,0,1802,3,1,5,7,1,4,3.0,843.0,3,3,158,105,0,0,0,0,0,0,372000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2065,3,1,1,0,15
2428,528228565,120,43.0,3013,7,5,2005,145.0,4,3,4,3,5,1506,0,0,1506,2,1,4,6,1,4,2.0,440.0,3,3,142,20,0,0,0,0,0,0,213490,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1668,2,1,1,0,16
242,905453080,20,44.0,17485,7,5,2010,96.0,4,3,4,3,5,1508,0,0,1508,1,1,4,5,2,3,2.0,572.0,3,3,0,0,0,0,0,0,0,0,308030,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1508,1,1,1,0,12
1564,914453045,20,0.0,23730,7,5,1997,668.0,4,3,5,3,5,2032,0,0,2032,3,1,4,7,0,0,3.0,786.0,3,3,0,46,192,0,0,0,0,0,300000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2078,3,1,1,0,25
2613,535403150,20,79.0,8910,6,6,1959,0.0,3,3,3,3,5,1194,0,0,1194,3,1,3,6,1,2,2.0,539.0,3,3,0,0,192,0,0,0,0,0,159500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1194,1,1,1,0,62
2832,908188140,160,24.0,2522,7,5,2004,50.0,4,3,4,3,5,970,739,0,1709,3,1,4,7,0,0,2.0,380.0,3,3,0,40,0,0,0,0,0,0,137500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1749,2,1,1,0,17
2459,528439030,20,73.0,8688,7,5,2005,228.0,4,3,4,3,5,1616,0,0,1616,3,1,4,7,0,0,3.0,834.0,3,3,208,59,0,0,0,0,0,0,232000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1883,2,1,1,0,16
1360,903452025,30,0.0,6291,6,6,1950,0.0,4,4,3,3,3,768,0,0,768,1,1,3,4,0,0,2.0,440.0,3,3,0,0,84,0,0,0,0,0,93850,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,768,1,1,1,0,91
2723,905200380,30,0.0,17529,5,5,1950,65.0,3,3,3,3,2,872,0,0,872,2,1,2,5,1,4,1.0,322.0,2,2,0,0,116,0,0,0,0,0,105000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,872,1,0,1,0,97
1350,903235100,30,60.0,6324,4,6,1950,0.0,3,3,3,3,2,520,0,0,520,1,1,2,4,0,0,1.0,240.0,2,3,49,0,87,0,0,0,0,0,68500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,569,1,0,1,0,94
136,535106190,90,80.0,11600,5,5,1960,361.0,3,3,3,3,3,1105,1169,0,2274,5,2,3,12,0,0,2.0,480.0,3,3,0,0,0,0,0,0,0,0,154300,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2274,2,1,1,0,61
2235,910201050,50,50.0,7288,5,7,2003,0.0,4,4,3,1,5,936,665,0,1601,3,1,3,6,0,0,0.0,0.0,0,0,0,0,0,176,0,0,0,0,129850,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1601,2,1,0,0,96
1993,902301130,70,35.0,4571,5,7,1950,0.0,3,3,3,3,5,616,616,0,1232,3,1,3,6,0,0,2.0,480.0,2,2,280,0,143,0,0,0,0,0,114000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1512,1,1,1,0,111
367,527214050,20,63.0,17423,9,5,2009,748.0,5,3,5,3,5,2234,0,0,2234,1,1,5,9,1,4,3.0,1166.0,3,3,0,60,0,0,0,0,0,0,501837,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2294,2,1,1,0,13
1309,902300215,50,100.0,12665,5,8,1950,0.0,3,3,3,3,4,876,540,0,1416,4,1,3,7,1,4,3.0,720.0,3,3,418,0,194,0,0,0,0,0,153900,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1834,2,1,1,0,106
402,527425110,20,60.0,9000,4,7,2006,0.0,3,4,3,3,4,864,0,0,864,3,1,3,5,0,0,2.0,576.0,3,3,200,0,0,0,0,0,0,0,130000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1064,1,1,1,1,50
1592,923203140,120,32.0,4500,6,5,1997,197.0,3,3,5,3,5,1189,0,0,1189,2,1,3,4,0,0,2.0,392.0,3,3,0,122,0,0,0,0,0,0,160500,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1311,2,1,1,0,24
2409,528186110,120,48.0,6373,9,5,2006,572.0,5,3,5,4,5,1666,0,0,1666,2,1,4,6,1,4,2.0,575.0,3,3,228,75,0,0,0,0,0,0,310090,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1969,2,1,1,0,15
539,531371050,20,67.0,10083,7,5,2003,0.0,4,3,4,3,5,1200,0,0,1200,2,1,4,5,0,0,2.0,555.0,3,3,0,41,0,0,0,0,0,0,184900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1241,2,1,1,0,18
1940,535327200,20,70.0,13300,5,7,2000,0.0,3,3,4,3,3,928,0,0,928,2,1,3,4,0,0,1.0,252.0,3,3,261,0,156,0,0,0,0,0,132000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1189,1,1,1,0,65
